"province_code","province_name_eng","pc_code","ps_code","ps_type","commission","audit_reason","commission_decision","bvv_total","audit_or_recount"
"15","KUNARHA","1505038","1505038-08","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",32,"YES"
"15","KUNARHA","1505039","1505039-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",67,"YES"
"15","KUNARHA","1505039","1505039-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",64,"YES"
"15","KUNARHA","1505040","1505040-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",165,"YES"
"15","KUNARHA","1505040","1505040-02","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",86,"YES"
"15","KUNARHA","1505041","1505041-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",162,"YES"
"15","KUNARHA","1505041","1505041-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",166,"YES"
"15","KUNARHA","1505041","1505041-03","F","As per the decision of the IEC","Referred by National Tally Center team for recount","Decision 104 Annex 8",139,"YES"
"15","KUNARHA","1505043","1505043-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",190,"YES"
"15","KUNARHA","1505043","1505043-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",191,"YES"
"15","KUNARHA","1505043","1505043-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",176,"YES"
"15","KUNARHA","1505043","1505043-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",185,"YES"
"15","KUNARHA","1505043","1505043-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",172,"YES"
"15","KUNARHA","1505043","1505043-06","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",102,"YES"
"15","KUNARHA","1505043","1505043-07","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",89,"YES"
"15","KUNARHA","1505043","1505043-11","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",90,"YES"
"15","KUNARHA","1505044","1505044-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",168,"YES"
"15","KUNARHA","1506046","1506046-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",117,"YES"
"15","KUNARHA","1506046","1506046-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",112,"YES"
"15","KUNARHA","1506047","1506047-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",107,"YES"
"15","KUNARHA","1506048","1506048-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",143,"YES"
"15","KUNARHA","1506050","1506050-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",111,"YES"
"15","KUNARHA","1506051","1506051-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",96,"YES"
"15","KUNARHA","1506051","1506051-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",99,"YES"
"15","KUNARHA","1507056","1507056-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",118,"YES"
"15","KUNARHA","1507057","1507057-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",174,"YES"
"15","KUNARHA","1507057","1507057-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",169,"YES"
"15","KUNARHA","1507057","1507057-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",129,"YES"
"15","KUNARHA","1507057","1507057-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",145,"YES"
"15","KUNARHA","1507057","1507057-05","F","As per the decision of the IEC","Referred by National Tally Center team for recount","Decision 104 Annex 8",114,"YES"
"15","KUNARHA","1507058","1507058-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",92,"YES"
"15","KUNARHA","1507058","1507058-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",89,"YES"
"15","KUNARHA","1507060","1507060-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",166,"YES"
"15","KUNARHA","1507063","1507063-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",209,"YES"
"15","KUNARHA","1507063","1507063-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",139,"YES"
"15","KUNARHA","1507064","1507064-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",204,"YES"
"15","KUNARHA","1507064","1507064-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",185,"YES"
"15","KUNARHA","1507065","1507065-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",128,"YES"
"15","KUNARHA","1508068","1508068-02","F","As per the decision of the IEC","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"15","KUNARHA","1508069","1508069-05","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"15","KUNARHA","1509074","1509074-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",82,"YES"
"15","KUNARHA","1509074","1509074-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",54,"YES"
"15","KUNARHA","1509074","1509074-07","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",104,"YES"
"15","KUNARHA","1509074","1509074-09","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",80,"YES"
"15","KUNARHA","1509075","1509075-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",176,"YES"
"15","KUNARHA","1509075","1509075-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",165,"YES"
"15","KUNARHA","1509075","1509075-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",105,"YES"
"15","KUNARHA","1509075","1509075-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",132,"YES"
"15","KUNARHA","1509075","1509075-05","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",172,"YES"
"15","KUNARHA","1509075","1509075-06","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",189,"YES"
"15","KUNARHA","1509076","1509076-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",200,"YES"
"15","KUNARHA","1509076","1509076-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",233,"YES"
"15","KUNARHA","1509076","1509076-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",168,"YES"
"15","KUNARHA","1509076","1509076-04","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",177,"YES"
"15","KUNARHA","1509077","1509077-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",146,"YES"
"15","KUNARHA","1509077","1509077-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",121,"YES"
"15","KUNARHA","1509078","1509078-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",143,"YES"
"15","KUNARHA","1509078","1509078-06","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",195,"YES"
"15","KUNARHA","1509078","1509078-09","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",119,"YES"
"15","KUNARHA","1509079","1509079-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",122,"YES"
"15","KUNARHA","1509079","1509079-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",142,"YES"
"15","KUNARHA","1509079","1509079-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",110,"YES"
"15","KUNARHA","1509079","1509079-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",113,"YES"
"15","KUNARHA","1509080","1509080-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",154,"YES"
"15","KUNARHA","1510087","1510087-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",215,"YES"
"15","KUNARHA","1510089","1510089-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",169,"YES"
"15","KUNARHA","1510089","1510089-07","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",123,"YES"
"15","KUNARHA","1510090","1510090-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",188,"YES"
"15","KUNARHA","1510091","1510091-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",169,"YES"
"15","KUNARHA","1510091","1510091-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",5,"YES"
"15","KUNARHA","1512106","1512106-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",81,"YES"
"15","KUNARHA","1512106","1512106-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",78,"YES"
"15","KUNARHA","1513112","1513112-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",83,"YES"
"15","KUNARHA","1513112","1513112-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",108,"YES"
"15","KUNARHA","1513114","1513114-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",180,"YES"
"15","KUNARHA","1513115","1513115-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",147,"YES"
"15","KUNARHA","1513115","1513115-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",153,"YES"
"15","KUNARHA","1513115","1513115-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",165,"YES"
"15","KUNARHA","1513115","1513115-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",150,"YES"
"15","KUNARHA","1513115","1513115-05","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"15","KUNARHA","1515124","1515124-04","F","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"15","KUNARHA","1515124","1515124-05","F","As per the decision of the IEC","Digital results forms received but physical forms not received by National Tally Center","Decision 104 Annex 2",4,"YES"
"15","KUNARHA","1515128","1515128-02","F","As per the decision of the IEC","Referred by National Tally Center team for recount","Decision 104 Annex 8",225,"YES"
"15","KUNARHA","1515130","1515130-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",98,"YES"
"15","KUNARHA","1515130","1515130-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",77,"YES"
"15","KUNARHA","1515131","1515131-05","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",138,"YES"
"15","KUNARHA","1515133","1515133-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",141,"YES"
"16","NOORESTAN","1601001","1601001-01","M","As per the decision of the IEC","Referred by National Tally Center team for recount","Decision 104 Annex 8",87,"YES"
"16","NOORESTAN","1601001","1601001-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",69,"YES"
"16","NOORESTAN","1601001","1601001-03","M","As per the decision of the IEC","Referred by National Tally Center team for recount","Decision 104 Annex 8",71,"YES"
"16","NOORESTAN","1601001","1601001-04","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",81,"YES"
"16","NOORESTAN","1601002","1601002-05","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",104,"YES"
"16","NOORESTAN","1601003","1601003-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",89,"YES"
"16","NOORESTAN","1601003","1601003-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",46,"YES"
"16","NOORESTAN","1601004","1601004-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",140,"YES"
"16","NOORESTAN","1601006","1601006-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",106,"YES"
"16","NOORESTAN","1601006","1601006-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",154,"YES"
"16","NOORESTAN","1601010","1601010-01","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",93,"YES"
"16","NOORESTAN","1601010","1601010-02","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",110,"YES"
"16","NOORESTAN","1601010","1601010-03","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",74,"YES"
"16","NOORESTAN","1602011","1602011-01","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",19,"YES"
"16","NOORESTAN","1602011","1602011-04","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",26,"YES"
"16","NOORESTAN","1602011","1602011-06","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",104,"YES"
"16","NOORESTAN","1602012","1602012-01","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",108,"YES"
"16","NOORESTAN","1602012","1602012-02","M","As per the decision of the Commissions","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"16","NOORESTAN","1602012","1602012-03","M","As per the decision of the Commissions","Referred by National Tally Center team for recount","Decision 104 Annex 8",158,"YES"
"16","NOORESTAN","1602012","1602012-04","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",70,"YES"
"16","NOORESTAN","1602012","1602012-05","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",131,"YES"
"16","NOORESTAN","1602012","1602012-06","M","As per the decision of the Commissions","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"16","NOORESTAN","1602012","1602012-07","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",113,"YES"
"16","NOORESTAN","1602012","1602012-08","M","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",80,"YES"
"16","NOORESTAN","1602012","1602012-09","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",46,"YES"
"16","NOORESTAN","1602012","1602012-10","F","As per the decision of the Commissions","Physical results forms received by National Tally Center but digital results form not received, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 3-ii",3,"YES"
"16","NOORESTAN","1602012","1602012-11","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",65,"YES"
"16","NOORESTAN","1602012","1602012-12","F","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",92,"YES"
"16","NOORESTAN","1603026","1603026-01","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",75,"YES"
"16","NOORESTAN","1603026","1603026-02","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",164,"YES"
"16","NOORESTAN","1603026","1603026-03","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",69,"YES"
"16","NOORESTAN","1603026","1603026-04","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",103,"YES"
"16","NOORESTAN","1603027","1603027-01","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",61,"YES"
"16","NOORESTAN","1603027","1603027-02","M","As per the decision of the Commissions","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",66,"YES"
"16","NOORESTAN","1603027","1603027-03","M","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",72,"YES"
"16","NOORESTAN","1603027","1603027-04","M","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",69,"YES"
"16","NOORESTAN","1603027","1603027-05","M","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",68,"YES"
"16","NOORESTAN","1603027","1603027-06","F","As per the decision of the Commissions","Reported open by IEC staff but no results form or BVV data","Decision 105 Paragraph 2",NA,"YES"
"16","NOORESTAN","1603027","1603027-07","F","As per the decision of the ECC","Otherwise referred for audit by Electoral Complaints Commission","ECC",39,"YES"
"16","NOORESTAN","1603027","1603027-08","F","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",33,"YES"
"16","NOORESTAN","1603027","1603027-09","F","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",30,"YES"
"16","NOORESTAN","1603027","1603027-10","F","As per the decision of the Commissions","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",5,"YES"
"16","NOORESTAN","1603028","1603028-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",139,"YES"
"16","NOORESTAN","1603028","1603028-02","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",13,"YES"
"16","NOORESTAN","1603028","1603028-03","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",16,"YES"
"16","NOORESTAN","1603028","1603028-04","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",17,"YES"
"16","NOORESTAN","1603028","1603028-05","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",137,"YES"
"16","NOORESTAN","1603028","1603028-06","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",9,"YES"
"16","NOORESTAN","1603028","1603028-07","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
"16","NOORESTAN","1603028","1603028-08","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",4,"YES"
"16","NOORESTAN","1603028","1603028-09","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",7,"YES"
"16","NOORESTAN","1603028","1603028-10","F","As per the decision of the IEC","Digital results forms received but physical forms not received by National Tally Center","Decision 104 Annex 2",7,"YES"
"16","NOORESTAN","1603028","1603028-11","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",142,"YES"
"16","NOORESTAN","1603028","1603028-12","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",4,"YES"
"16","NOORESTAN","1603029","1603029-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",102,"YES"
"16","NOORESTAN","1603029","1603029-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",109,"YES"
"16","NOORESTAN","1603029","1603029-04","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",49,"YES"
"16","NOORESTAN","1603029","1603029-05","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",24,"YES"
"16","NOORESTAN","1603030","1603030-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",145,"YES"
"16","NOORESTAN","1603030","1603030-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",175,"YES"
"16","NOORESTAN","1603030","1603030-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",89,"YES"
"16","NOORESTAN","1603031","1603031-01","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",83,"YES"
"16","NOORESTAN","1603031","1603031-02","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",62,"YES"
"16","NOORESTAN","1603031","1603031-03","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",91,"YES"
"16","NOORESTAN","1603031","1603031-04","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",68,"YES"
"16","NOORESTAN","1603031","1603031-05","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",66,"YES"
"16","NOORESTAN","1603031","1603031-07","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",28,"YES"
"16","NOORESTAN","1603031","1603031-08","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",28,"YES"
"16","NOORESTAN","1603031","1603031-09","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",21,"YES"
"16","NOORESTAN","1603031","1603031-10","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",31,"YES"
"16","NOORESTAN","1603031","1603031-11","F","As per the decision of the IEC","Digital results forms received but physical forms not received by National Tally Center","Decision 104 Annex 2",14,"YES"
"16","NOORESTAN","1603032","1603032-04","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",19,"YES"
"16","NOORESTAN","1606052","1606052-07","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",85,"YES"
"16","NOORESTAN","1606052","1606052-08","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",100,"YES"
"16","NOORESTAN","1606052","1606052-09","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",147,"YES"
"16","NOORESTAN","1606052","1606052-10","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",151,"YES"
"16","NOORESTAN","1606059","1606059-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",69,"YES"
"16","NOORESTAN","1608073","1608073-01","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",120,"YES"
"16","NOORESTAN","1608073","1608073-02","M","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",60,"YES"
"16","NOORESTAN","1608073","1608073-03","F","As per the decision of the IEC","Discrepancy of more than 5 votes between results form and BVV data","Decision 104 Annex 1",45,"YES"
"16","NOORESTAN","1608074","1608074-01","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",2,"YES"
"16","NOORESTAN","1608074","1608074-02","M","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",59,"YES"
"16","NOORESTAN","1608074","1608074-06","F","As per the decision of the IEC","Digital results forms show zero votes but physical results and BVV data have vote information, with discrepancy of more than 5 votes between results and BVV data","Decision 104 Annex 4-ii",90,"YES"
"16","NOORESTAN","1608075","1608075-01","M","As per the decision of the IEC","Digital results forms received but physical forms not received by National Tally Center","Decision 104 Annex 2",85,"YES"
"16","NOORESTAN","1608075","1608075-02","M","As per the decision of the IEC","National Tally Center received physical results form but no BVV data","Decision 105 Paragraph 1",NA,"YES"
