"election_type","election_date","results_status","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_valid_votes","fem_ps_valid_votes","male_ps_invalid_votes","fem_ps_invalid_votes","votes","total_invalid_votes"
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1712","SHUHADA","شهدا","1712","SHUHADA","شهدا","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4226,2799,0,573,7025,573
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1712","SHUHADA","شهدا","1712","SHUHADA","شهدا","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",537,261,0,7,798,7
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1713","SHAHR-E-BUZORG","شهر بزرگ","1713","SHAHR-E-BUZORG","شهر بزرگ","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8317,4172,0,1561,12489,1561
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1713","SHAHR-E-BUZORG","شهر بزرگ","1713","SHAHR-E-BUZORG","شهر بزرگ","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1010,844,0,66,1854,66
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6553,6058,302,508,12611,810
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",712,778,71,16,1490,87
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1715","KESHEM","كشم","1715","KESHEM","كشم","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",9453,7254,0,0,16707,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1715","KESHEM","كشم","1715","KESHEM","كشم","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5170,3813,0,0,8983,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1716","WARDUJ","وردوج","1716","WARDUJ","وردوج","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1813,802,154,0,2615,154
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1716","WARDUJ","وردوج","1716","WARDUJ","وردوج","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",207,104,9,0,311,9
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1299,638,0,0,1937,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",54,57,0,0,111,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1718","YAMGAN","يمكان","1718","YAMGAN","يمكان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3775,2155,0,0,5930,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1718","YAMGAN","يمكان","1718","YAMGAN","يمكان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",425,349,0,0,774,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1719","SHIGHNAN","شغنان","1719","SHIGHNAN","شغنان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1988,1122,0,0,3110,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1719","SHIGHNAN","شغنان","1719","SHIGHNAN","شغنان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2859,2042,0,0,4901,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1720","KHWAHAN","خواهان","1720","KHWAHAN","خواهان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2234,1055,0,0,3289,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1720","KHWAHAN","خواهان","1720","KHWAHAN","خواهان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",383,298,0,0,681,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1721","KOFAB","کوف آب","1721","KOFAB","کوف آب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4218,2884,339,133,7102,472
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1721","KOFAB","کوف آب","1721","KOFAB","کوف آب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",419,200,10,22,619,32
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1722","DARWAZ","برواز بانين (مايمى)","1722","DARWAZ","برواز بانين (مايمى)","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2684,2850,594,0,5534,594
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1722","DARWAZ","برواز بانين (مايمى)","1722","DARWAZ","برواز بانين (مايمى)","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",516,552,4,0,1068,4
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1723","ESHKMESH","اشكاشم","1723","ESHKMESH","اشكاشم","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1303,855,0,0,2158,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1723","ESHKMESH","اشكاشم","1723","ESHKMESH","اشكاشم","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1565,1283,0,0,2848,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1724","SHAKI","شش","1724","SHAKI","شش","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3652,2114,0,0,5766,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1724","SHAKI","شش","1724","SHAKI","شش","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",496,404,0,0,900,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1725","ZEBAK","زيباكن","1725","ZEBAK","زيباكن","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",802,572,0,0,1374,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1725","ZEBAK","زيباكن","1725","ZEBAK","زيباكن","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",652,541,0,0,1193,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1726","KORAN WA MONJAN","كران و منجان","1726","KORAN WA MONJAN","كران و منجان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2146,1101,0,0,3247,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1726","KORAN WA MONJAN","كران و منجان","1726","KORAN WA MONJAN","كران و منجان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",387,276,0,0,663,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1727","DARWAZ-E-BALLA","برواز بالا (نسى)","1727","DARWAZ-E-BALLA","برواز بالا (نسى)","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6342,2392,0,1090,8734,1090
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1727","DARWAZ-E-BALLA","برواز بالا (نسى)","1727","DARWAZ-E-BALLA","برواز بالا (نسى)","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1215,104,0,56,1319,56
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1728","WAKHAN","واخان","1728","WAKHAN","واخان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1478,744,0,0,2222,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","17","BADAKHSHAN","بدخشان","1728","WAKHAN","واخان","1728","WAKHAN","واخان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1623,1470,0,0,3093,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1801","TALOQAN","تالقان","1801","TALOQAN","تالقان","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",20349,14861,111,691,35210,802
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1801","TALOQAN","تالقان","1801","TALOQAN","تالقان","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",20142,11685,315,482,31827,797
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1802","HAZARSUMUCH","هزارسموج","1802","HAZARSUMUCH","هزارسموج","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",120,81,0,0,201,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1802","HAZARSUMUCH","هزارسموج","1802","HAZARSUMUCH","هزارسموج","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2793,1701,0,0,4494,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1803","BAHARAK","بهارى","1803","BAHARAK","بهارى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1187,1089,0,0,2276,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1803","BAHARAK","بهارى","1803","BAHARAK","بهارى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6177,5002,0,0,11179,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1804","BANGI","بنكى","1804","BANGI","بنكى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1066,498,0,0,1564,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1804","BANGI","بنكى","1804","BANGI","بنكى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5635,3362,0,0,8997,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1805","CHAL","جال","1805","CHAL","جال","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2944,2218,343,0,5162,343
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1805","CHAL","جال","1805","CHAL","جال","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1916,1080,54,0,2996,54
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1806","NAMAKAB","نمک آب","1806","NAMAKAB","نمک آب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1329,900,0,0,2229,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1806","NAMAKAB","نمک آب","1806","NAMAKAB","نمک آب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",352,306,0,0,658,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1807","KALAFGAN","كلفكان","1807","KALAFGAN","كلفكان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1879,1352,11,0,3231,11
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1807","KALAFGAN","كلفكان","1807","KALAFGAN","كلفكان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7890,5955,312,0,13845,312
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1808","FARKHAR","فرخار","1808","FARKHAR","فرخار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",7563,6177,0,0,13740,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1808","FARKHAR","فرخار","1808","FARKHAR","فرخار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",640,364,0,0,1004,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1809","KHWAJAGHAR","خواجه غار","1809","KHWAJAGHAR","خواجه غار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2147,1976,0,0,4123,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1809","KHWAJAGHAR","خواجه غار","1809","KHWAJAGHAR","خواجه غار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10607,8390,0,0,18997,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1810","ROSTAQ","رستاق","1810","ROSTAQ","رستاق","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",15888,10888,293,319,26776,612
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1810","ROSTAQ","رستاق","1810","ROSTAQ","رستاق","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10415,5576,17,449,15991,466
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1811","ESHKASHEM","اشكمش","1811","ESHKASHEM","اشكمش","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",7441,6323,0,0,13764,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1811","ESHKASHEM","اشكمش","1811","ESHKASHEM","اشكمش","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4559,2582,0,0,7141,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1812","DASHT-E- QALA","دشت قلعه","1812","DASHT-E- QALA","دشت قلعه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1811,1563,0,0,3374,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1812","DASHT-E- QALA","دشت قلعه","1812","DASHT-E- QALA","دشت قلعه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6054,4566,0,0,10620,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1813","WARSAJ","ورسج","1813","WARSAJ","ورسج","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4836,6082,0,161,10918,161
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1813","WARSAJ","ورسج","1813","WARSAJ","ورسج","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",915,803,0,175,1718,175
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1814","KHWAJABAHAWUDDIN","خواجه بهاوالدين","1814","KHWAJABAHAWUDDIN","خواجه بهاوالدين","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1198,959,942,576,2157,1518
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1814","KHWAJABAHAWUDDIN","خواجه بهاوالدين","1814","KHWAJABAHAWUDDIN","خواجه بهاوالدين","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1392,1090,1633,862,2482,2495
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1815","DARQAD","درقد","1815","DARQAD","درقد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1027,832,0,0,1859,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1815","DARQAD","درقد","1815","DARQAD","درقد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2278,1069,0,0,3347,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1816","CHAHAB","چا آب","1816","CHAHAB","چا آب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",11504,10406,0,0,21910,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1816","CHAHAB","چا آب","1816","CHAHAB","چا آب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",534,302,0,0,836,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1817","YANGI QALA","ينكى قلعه","1817","YANGI QALA","ينكى قلعه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2855,2191,0,0,5046,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","18","TAKHAR","تخار","1817","YANGI QALA","ينكى قلعه","1817","YANGI QALA","ينكى قلعه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3196,2344,0,0,5540,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1901","KUNDUZ","كندز","1901","KUNDUZ","كندز","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",21964,13197,0,9,35161,9
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1901","KUNDUZ","كندز","1901","KUNDUZ","كندز","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",26266,14003,0,107,40269,107
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1902","CHARDARAH","جاردره","1902","CHARDARAH","جاردره","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",989,988,3,19,1977,22
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1902","CHARDARAH","جاردره","1902","CHARDARAH","جاردره","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4514,2728,32,576,7242,608
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1903","ALIABAD","علی آباد","1903","ALIABAD","علی آباد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5054,4378,0,0,9432,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1903","ALIABAD","علی آباد","1903","ALIABAD","علی آباد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3546,2869,0,0,6415,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1904","KHANABAD","خان آباد","1904","KHANABAD","خان آباد","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",6152,4886,71,561,11038,632
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1904","KHANABAD","خان آباد","1904","KHANABAD","خان آباد","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6391,5195,271,1,11586,272
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1905","EMAMSAHEB","حضرت امام صاحب","1905","EMAMSAHEB","حضرت امام صاحب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",9534,5704,9,0,15238,9
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1905","EMAMSAHEB","حضرت امام صاحب","1905","EMAMSAHEB","حضرت امام صاحب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",14277,7821,21,0,22098,21
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1906","DASHT-E-ARCHI","دشت ارجى","1906","DASHT-E-ARCHI","دشت ارجى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2023,835,0,0,2858,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1906","DASHT-E-ARCHI","دشت ارجى","1906","DASHT-E-ARCHI","دشت ارجى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",8008,4314,0,0,12322,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1907","QALA-E-ZAL","قلعه ذال","1907","QALA-E-ZAL","قلعه ذال","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",3160,1614,0,0,4774,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","19","KUNDUZ","کندز","1907","QALA-E-ZAL","قلعه ذال","1907","QALA-E-ZAL","قلعه ذال","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4108,2568,0,0,6676,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","20","SAMANGAN","سمنگان","2001","AYBAK","ايبكط","2001","AYBAK","ايبكط","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",10756,9553,0,0,20309,0
